Hotel_Name,Negative_Review,Positive_Review,Cluster
K K Hotel George,, Fine hotel very clean great breakfast and nice bar Staff very helpful Access to PC and printer proper access even from iPhone Very close to tube station Highly recommended ,0
K K Hotel George, My only thing I would say was the food during the evening and this is only because the choices were very limited I am a fussy eater and couldn t see anything I liked however the breakfast was lovely, The room was great I couldn t ask for a better night sleep ,4
K K Hotel George, The sauna facilities were located in the same room as the massage tables and exercise bikes a little compact and restrictive with no changing facilities , Staff were excellent very friendly and helpful We had a problem develop with the toilet running water and it was resolved within half hour of being reported Very efficient service in all areas ,3
K K Hotel George, nothing, The location was great on the picadilly line so very easy to get to central London and Heathrow The staff were very helpful and the hotel was very clean and comfortable really enjoyed the stay ,2
K K Hotel George, Thin wall can hear everything on the hallway I would definitely avoid rooms right next to or across from the elevators as you really can hear people passing by , Great location good breakfast clean and modern hotel Some mentioned the rooms to be tiny but I thought it was a good size room for London Room got a bit cold but the heater in the room worked really well unlike some of the reviews I read Also the front desk called to check in and see if the room was alright Nice touch of customer service ,5
K K Hotel George, Worst nights sleep in a long long time Pillows were awful gave me a bad neck Couldn t turn the heating off I barely slept due to how hot it was Bathroom was absolutely stifling ,,1
K K Hotel George, First night s stay was very hot because air conditioning had been turned off throughout the hotel Requested a fan for our room but did not receive one , Cleanliness efficiency and ease of location Comparatively quiet to other hotels I ve stayed at in London too ,0
K K Hotel George, Front of room breakfast staff woman was very rude to us The scrambled eggs did not taste good at all Very buttery and watery , The breakfast buffet had a good selection ,4
K K Hotel George, Nothing could have been better This is one of if not the best hotels I ve stayed in for it s attention to detail , This is a perfect hotel I loved the huge fluffy towels comfortable be soft pillows perfect breakfast free newspapers the staff and the free newspaper the location is superb ,0
K K Hotel George,, Often the reality is different from the website but in the case of Hotel George the photos really did portray reality I could not have been happier with every aspect of the hotel I chose this hotel because the average review was amazing This was spot on It s not a luxury hotel but it is a very stylish comfortable hotel that offered interesting little corners like the bar downstairs loved sitting in there before dinner Just a great welcoming stylish elegant hotel where everything just worked Who could want for more ,0
K K Hotel George, A little cold in the room and what seemed an older heating system needed to be switched on to warm the room up not as welcoming to the room when it feels cold as you go in , Excellent location and very welcoming staff Great to spend a couple of nights at one of the most desirable Postcodes in the country ,5
K K Hotel George, Rooms to small smell coming from shower drain sugar not replenish after first night constant noise from other ac units by the time you got hot breakfast it was cold,,5
K K Hotel George, Room was too hot even with air con on full and heating right down , Amazing location great value for money Staff friendly and helpful and breakfast delicious ,4
K K Hotel George,, Location was absolutely perfect just round the corner from Earl s Court Tube Station but not at all noisy Room was spacious and offered really good value for money ,2
K K Hotel George, Bed in room 110 was appalling and needs replacement To compound this the staff were aware of the problem which means I was not the first to complain , Location and staff,5
K K Hotel George, old building re furnished sound travelled from top floor down bathroom very small, comfortable rooms and fluffy towels and plenty of them good to have a bath after a long day,3
K K Hotel George, very thin walls terrible nights sleep doors banging and water running no help with luggage offered dining room for breakfast far too warm for comfort reception staff in morning not offered to get taxi until i asked specifically to order write up on booking com implied 350 yards to Olympia it was not, Pleasant bar area food good clean bathroom,5
K K Hotel George, Bed is too hard pillows were horrible AC didn t work well and was extremely hot even though it was at its maximum and slow wifi Wouldn t recommend it at all, Location and the staff were friendly,1
K K Hotel George, The bathroom was far too small for an executive room The key of my room did not work properly , Very good location nice quiet neighbourhood Friendly staff and good breakfast ,3
K K Hotel George, breakfast times could start earlier Mon Friday to allow for the travel time to get in to the city centre for work Room upgrades are not promoted at the reception or when booking in by hotel staff Wi Fi speed extremely slow The bar prices need to be more in line with the high street prices to attract more guest 5 00 for a pint of Larger is a little extreme , reception staff were pleasant and helpful with all questions put to them ,4
K K Hotel George, New management means the small luxuries that made this hotel very special have disappeared it will surely not retain its 9 rating for long, Comfortable hotel in convenient location,0
K K Hotel George, Didn t realise we had to book car parking due to limited spaces available We were lucky to have a space will book in future , Close to underground station but in a quiet location Staff were excellent pleasant and helpful good choice for breakfast the bed was so comfortable we didn t want to get up ,2
K K Hotel George, nothing, most value for money staffs are very friendly and nice location is great actually i booked 3 hotels during this trip i think K K is most valuable absolutely will book again on next trip ,6
K K Hotel George,, Quiet location nice staff especially Jose and Svietlana good breakfast what more A little bit small bathroom not a big problem for me,4
K K Hotel George, Unfortunately there was a constant tapping noise in the room coming from within the bathroom The hairdryer did not work and only found out the morning I was checking out and didn t have time to do anything about it , I stayed for one night and the hotel is beautiful in a great location Staff were very nice ,5
K K Hotel George, Lower ground floor room basement basically next to offices and directly opposite service lift which meant a lot of passing noise Window was a view of a stairway fire escape so lacked privacy with curtains open , Good location nice friendly staff ,5
K K Hotel George, The hotel is nice but the facilities are poor the bed felt like IKEA The gym was a joke the hotel bar didn t know how to make simple cocktails, The hotel is clean in good location the breakfast wasn t bad,0
K K Hotel George, The room was too hot despite the fact we turned down the thermostat , The staff were very obliging and provided a good service Restaurant looks out onto a well kept garden which would be lovely in summer ,5
K K Hotel George, Rooms could have been a bit bigger Design and decor dated , All clean and well maintained Staff excellent Ideal location for our visit to the Albrt Hall ,0
K K Hotel George, nothing, Very close to underground Very close to shops and restaurants Quiet location Very nice modern hotel even with a garden Breakfast was very good,2
K K Hotel George,, Very comfortable double room excellent breakfast very courteous and helpful staff very close to the Tube many good restaurants in the area walking distance ,4
K K Hotel George, Nothing really important, Good breakfast Free wi fi Good bar Lovely room with a nice view to the hotel s garden Great bathroom with a very good shower Excellent location,2
K K Hotel George,, Easy to get to from the tube station Staff friendly Room was clean The location was quiet Hotel was well presented Good bars and restuarants within walking distance ,2
K K Hotel George, Room was tiny and was literally next to a lift built behind the cupboards You can hear it clearly every time someone uses it Definitely ask for a room away from one There is a very annoying and fairly loud noise that randomly kicks in any time of the day Guess its the air conditioning but frustrating when you already have the lift making noises from your cupboard The pillows are far too soft your head sinks in and its not comfortable , Good quiet location and only few minutes from a tube station Friendly hotel staff Clean room and bathroom with nice big shower ,5
K K Hotel George,, A boutique style hotel It had a lovely garden Nice touch with a tablet in the room for wifi use Complimentary fresh fruit plate for us The breakfast was superb Gorgeous serving sparkling dishes and plates Quiet location but within minutes of bustle ,4
K K Hotel George, a bit petty but important extra socket near the bed for charging the phone computer there was only one for the night light , very nice staff at the front desk ,1
K K Hotel George, This was my sixth visit in K K hotel George I brought this time my whole family with me and had told everybody there would be sparkling wine at the breakfast There was not sparkling wine anymore wich made us unhappy , Near Earl s Court metrostation really easy to reach Staff was very friendly ,0
K K Hotel George,, Very good continental breakfast excellent location close to earls court tube station The K and K has a very good value and totally refurbished I really recommend it ,2
K K Hotel George, The room was small and very warm even with air conditioning It was situated beside the lift even though I requested a quiet room The bathroom was even smaller , The hotel is located only a 2 minute walk from Earls Court tube and situated on a quiet street Staff are welcoming friendly and knowledgeable The hotel and room was spotless Breakfast was buffet style with a good selection of both continental and English ,0
K K Hotel George, Room a little on the small side though perfect for one person Food in room service could have been a little more interesting Good coffee though , Excellent location helpful staff Comfortable room Heated bathroom floor and lovely towels nice and big ,3
K K Hotel George, room was adjacent to staircase on 4th fnloor Sounded like staff used them in he early hours pre breakfast , style breakfast bar meals great staff ,4
K K Hotel George, Small rooms , Perfect Location Great value Very comfortable beds We arrived very early and they allowed us to use the fitness center to shower freshen up which we thought was great Nice lobby Right next to Earls Court Tube stop so plenty of travel links Tube train bus etc plenty of shops and restaurants in the area ,2
K K Hotel George, English breakfast was not too good and a little cold However they do cater for lots of different nationalities not just the English and there was plenty of choice , Lovely hotel with friendly staff Very comfortable bed and lovely bathroom with good powerful shower and underfloor heating We had a room overlooking the garden which was nice Excellent location Would definitely stay here again ,4
K K Hotel George, The room little bit small But for couple is enough in London you spend most of the time outside the hotel so it s ok There is no air condition in the room or it was not working It was very warm in the room we opened the window to get some cold air in January , The price per night is very good relatively to other 4 stars hotels in London The location is very good 2 minutes walk from Earl s Court metro station at Piccadilly line one of the longest metro line in London direct from the Heathrow airport And to all the popular locations in London Near the Hotel there is 2 big supermarket 4 5 good restaurants and 3 cafes The hotel very clean modern and new The breakfast very good not too expensive for full English Breakfast 15 per person At any cafe you ll probably pay the same price or more The bathroom in the rooms big enough and clean This is my second time I m staying in the k k hotels in Europe they are very good ,0
K K Hotel George, Bathroom toilet was very small which is fairly usual for London hotels , Great location really near to Earls Court tube station and restaurants Friendly staff and wonderfully comfortable beds Nice hotel with modern touches Definitely stay again ,3
K K Hotel George,, Very convenient location for Earl s Court Tube station Warm welcome from reception staff Good breakfast with plenty of choice bacon was crisp and tasty not like far too many restaurants who offer limp boiled bacon ,2
K K Hotel George, I filled in the request form to reserve a parking place although the site says reservation is not needed On arrival no reserved parking place because I only made a request Lousy no wifi on 5th floor no cleaning of room after complaining they told us the maid had gone home , Location,2
K K Hotel George, Smallish room water pressure in the shower could have been better, Excellent location for the price less than 5 mins walking to Earl s Court underground station which has a direct train to the airport on the Piccadilly line good breakfast,2
K K Hotel George, Prior to booking this hotel we assumed you had disabled facilities but when we arrived there was no disabled facilities which made our stay very uncomfortable we will not be staying again , The staff were friendly the meal was nice could not use front entrance like everyone else had to use underground car park and go up hill 20 metres and down 20 metres down its a accident waiting to happen ,0
K K Hotel George, The standard room was really too small so they offered to upgrade us to a bigger room We really appreciated that because we were going to spend 6 days in that hotel But even the bigger room is not that big however we realized that this is the case in nearly all London hotels The room did not have central heating It was December and for people like us who are accustomed to warmer climate the room was really cold When we told about it they supplied an electric radiator for us which heated the room but the bathroom was still very cold As in all London central hotels this hotel is also not value for money If it were say in Munich or Milan it definitely would be half this price , Its central location its proximity to metro station 3 min walk to Earl s Court Underground Station free internet delicious and varied food for breakfast and most importantly the really friendly and helpful staff members were the plus sides,0
K K Hotel George, Only one luft was in operation during peak season Single room was quite small Double rooms looked larger , Everything a boutique hotel should be Well located on a quiet side street 1 minute walk to Earls Court station Tasteful design throughout with great thought to efficency of design Really impressive My single room was quite small but well laid out I WILL go back Liked it the best of 30 hotels I ve stayed in London ,0
K K Hotel George, See above tangent , Staff were indifferent and sullen I was given the impression the guests there were an inconvenience I left two personal items behind after checking out and after ringing on 9 seperate occasions speaking to several staff members and emailing supposed head of housekeeping I got nowhere not once did anyone ring me back even after promising everytime they would and I never heard from them about my items Ever They also gave me a 20 year old folding cot bed with a 1 mattress to sleep on for 3 nights I Would have thought 1000 plus for 3 nights would have afforded me a bed Yes I complained and they relented eventually Although the location is fantasticly placed I would never ever recommend this hotel to anyone in fact stay well away ,0
K K Hotel George, I booked a night with the wrong date canceled and rebooked for the next night The booking was made within 24 hours of the stay and the cancellation was not processed When I arrived they insisted I pay for the canceled booking I should have just walked away but thought I could resolve it They were rude and steadfast in insisting I pay for the canceled night I contacted Booking com to help resolve the situation Booking com were very helpful recognized I had made a mistake booking the wrong night and contacted the hotel to resolve the issue The hotel blankly refused Not very nice people at all I would never stay again ,,5
K K Hotel George, We were promised the same room we had We left for six days and when we came back they offered us a room off the lobby by the elevator There was no division between the double bed and the single bed I had to insist they give us another room The manager did not want to go out of her way even though I insisted I finally said I would write a letter She gave us a double and single on a higher floor ,,5
K K Hotel George, Breakfast not the best of choices and although we were still in good time it was barely warm felt like leftovers, Hotel staff very helpful hotel was spotlessly clean well maintained,4
K K Hotel George, in spite of the environmental friendly policy our towels were exchanged on the 2nd day although we had not dropped them on the floor which is an unnecessary waste of resources, very convenient location great breakfast friendly staff lovely atmosphere very comfortable beds,1
K K Hotel George, It was kind of far from typical tourist attractions although most of them were within the reach of a single tube ride , Staff was really kind and the facilities overall were really clean ,2
K K Hotel George, 1 Didn t feel that the executive room was anything amazing bathrobes and a larger bed but room generally small we were in 307 2 Had to queue for breakfast both mornings could you not provide tea coffee for those who have to wait we waited 15 minutes 3 Too warm , Bar area and Reception good,3
K K Hotel George,, We love everything about the Hotel George the location the facilities the staff and as this was our 4th stay in 5 years couldn t stay last year due to illness or it would have been 5 I think that speaks for itself ,0
K K Hotel George, On my previous visit I had booked a car parking space which was key to my decision to staying at this hotel When I arrived there was a denial that I had made a booking This was resolved eventually but the receptionist to whom I had made the booking came up with some waffle that the hotel had not received the booking until the 16th Dec 2 days after my original stay However my booking had been made with booking com on the 6th Dec so one way or another someone cocked up but I was blamed for the failure in their communication Poor show , On this occasion the room was larger than on my recent stay which made things more comfortable however the bathroom was tiny The d cor was OK perhaps functional is an apt description There was minimal noise from the street which is a blessing in such a highly populated area and the location adjacent to Earls Court station was ideal ,5
K K Hotel George,, I went to London to visit my niece who was studying in London This hotel was ideally located in Earl s Court close to her apartment and the tube station Very nice hotel and staff Nice selection of food at breakfast Located in a very quiet neighborhood but just minutes from the shops and stores at Earl s Court ,2
K K Hotel George, The website is misleading the property looks a little tired and feels claustrophobic The parking charges on the full website were higher than on the mobile website which demonstrates a lack of attention to detail The bathroom was tiny , Room was OK if a little small and this was a King Executive Tea coffee making facilities were missing but most importantly it was pretty quiet and comfortable I requested a room change from a shower to a bath which was accommodated ,3
K K Hotel George, Room was small bathroom very small Breakfast room too small people had to queue every morning Coffee and tea not up to standard Breakfast buffet was good , Location was great lots of nice pubs and restaurants nearby very close to underground easy to get to from heathrow excellent bed ,2
K K Hotel George, Base in the shower was a bit slippery and stained , Very quiet area nice to have a room with access to the garden I like the fact that it is a small hotel Plus I like the fact that it was a shower cubicle rather than over the bath shower ,3
K K Hotel George, Parking required a degree in physics to accomplish as the spaces are tight but better than nothing u guess, Excellent location close to station location has parking which is very important,2
K K Hotel George, Having paid to upgrade was very disappointed as the bowl of fruit in the room was a plate with a few slices on it and we needed to remind them Having paid for an executive room expected executive service as was told no tables for available for breakfast They told us we would have to wait and only needed a table for 2 not 6 They know which rooms are which and could have given us priority having upgraded so we went out for a hot breakfast On the first day the cooked food was cold eggs bacon and beans the reception need to speak to firm they use for taxis to the station We were told 25 minutes to Liverpool Street it took one hour and five minutes and we had prepaid tickets on the train so could not afford to miss it We had to run to catch the train by the skin of our teeth it would have been expensive had we missed it to pay on the day The fare quoted was 26 we were charged 30 and taxi driver said there was no way we could have got there in 25 minutes I have emailed the hotel manager with my comments to give positive feedback but so far no acknowledgement nor reply Very disappointed overall , Location staff and cleanliness ,0
K K Hotel George, Attic room with windows so high up we couldn t see out Bathroom although clean was dated a bit 1990s and mixer tap didn t work on shower so water was either scalding or tepid I didn t realise this still happened in London , Great breakfast all the usual items just higher quality plus cava and nice touches like Austrian apple strudel ,3
K K Hotel George, The hotel arranged for a taxi to take us to the station at a fixed price of 25 00 it was a private firm and not a London black cab Although the driver was very pleasant and got us to the station on time the car itself absolutely stank of cigarette smoke Not pleasant , Good staff comfortable bed and pillows although we were a little disappointed at the size of the executive bedroom Excellent choice of food at breakfast The bar area is a relaxing place to sit and have a drink with friends or just to sit quietly by the warm fire ,0
K K Hotel George, One of the staff at reception in the evening apparently has some issues as he was very rude to my wife The rest of the staff were pleasant and helpful , 2 minutes from Earl s Court tube Hotel has everything you would want in London Good breakfast comfortable room free wifi that works ,2
K K Hotel George, We had no ventilation in bathroom, The location is superb close to Central and all shopping areas as well as restaurants Our room was good size very comfy Excellent breakfast with big variety vegetarian and vegan options and bubbly ,3
K K Hotel George, The beds Quite small room We asked if there were complimentary coffee somewhere but were not informed that we had it in the room It was hidden in the cupboard , The location the view from room 221 Nice breakfast room with excellent breakfast and a nice view to the garden Coffee and tea in room ,4
K K Hotel George, Nothing , The hotel is situated in a quiet neighbourhood and is close to the underground station of Earls Court Very friendly staff Delicious breakfast ,2
K K Hotel George, we had a bit of a hiccup the room we were given first as we opened the door the smell of smoke was very bad they moved us to a other room which was lovely, been before had a very good stay,5
K K Hotel George, Small rooms but very tidy Room insolation not perfect we could hear people from the room next to ours , Well connected and quite location Great breakfast service and stuff ,5
K K Hotel George, Room and bathroom were far too hot even with both bedroom windows open it was too hot, Location excellent tube is close by so travel is easy Breakfast excellent Staff friendly Rooms spotless bed was so soft and comfy,3
K K Hotel George, Nothing It s perfect , Excellent location 2 minutes to Earl s Court underground clean room and new facilities friendly staff a good variety of breakfast to choose from ,2
K K Hotel George, The first room with a king size bed we got had incredibly loud floorboards and no bath we then switched rooms to a twin suite which was much more satisfactory The view many had complimented was rather underwhelming and this from the fifth floor , The place is nice and the breakfast is very good It was nice that you could open the windows to air out the room though in all honesty the room really needed that option,3
K K Hotel George, It s a hotel needs little updating Continental breakfast buffet was ok hot entrees sometimes only warm often selections were gone faster than the help could replace printer to computer was inoperable the 4 days we stayed Room wi fi was so so, Location near Earls Court underground was great Newspapers and TV stations were good View of gardens was nice lots of choices in the buffet nice to have a mini fridge in the small room ,4
K K Hotel George, No bad experiences at all, There was little or nothing wrong with this excellent hotel Our room was very comfortable and a good size for a London hotel It was clean tidy and well equipped The staff were first class They were polite helpful and did it all with a smile which meant a lot The breakfast menu was comprehensive and of good quality We will certainly pay a return visit ,0
K K Hotel George,, Beautiful hotel great location friendly helpful staff good breakfast included in the price LOVED the help yourself Nescafe in the lobby while waiting for breakfast Thank you ,4
K K Hotel George, Very expensive would not have stayed except meeting US family at same hotel I trod on sharp debris initially thought it was glass turned out to be shards of plastic probably from a pen on my room carpet which I stood on as I got into bed Staff brought a hoover up to clean but we found more in the morning Shows room had not been properly cleaned Unable to open window as it was stiff and too high up tried standing on a chair Room was tiny and not good value for money , Location for us was important Main public areas high standard and parking a bonus,5
K K Hotel George, Parking was an issue and we had to spend time asking around other hotels for a space Breakfast quite comprehensive get in quick or you ll miss out on some items Breakfast tea was not a brand to savour Left it after a sip Some guests had also left items uncovered e g Cheese selection and flies were enjoying these There was a timid fox in the garden Although it was lovely to see with small children in particular it is a risk Mobile coverage seemed to be poor and Wifi alleviated issues to some extent , Great location great amenities transport links Rooms had all key requirements Staff helpful,4
K K Hotel George,, The enormous garden is a rare treat in London,2
K K Hotel George, The room is relatively small , The Location is very near the Earl s Court Station of Piccadilly tube ,2
K K Hotel George,, cozy room clean excellent location,2
K K Hotel George, The bed was too soft,,1
K K Hotel George, Never change the used cups, Great location few steps to underground Lots of food and there is a coop shop aldo,4
K K Hotel George, The dish I choose in Bistro was over cooked Tuna , Very Comfortable bed The Garden Breakfast,4
K K Hotel George,, Very nice and charming hotel with an access to a nice garden Excellent breakfast,4
K K Hotel George, Breakfast buffet eggs were terrible, Location of hotel,4
K K Hotel George, room could have been a little larger, clean good staff everything worked,5
K K Hotel George, Restaurant and bar staff not very atttentive, Very helpful general manager,6
K K Hotel George, Nothing, A warm welcome clean comfortable hotel Central location excellent for accessing central London,2
K K Hotel George, Nothing, Very helpful staff all round Great place to stay Spotlessly clean and very close to Earls Court tube station ,6
K K Hotel George, Air conditioning very noisy,,5
K K Hotel George,, Nice bathroom and comfy bed,1
K K Hotel George, Charges for water in the mini bar, Loved the well kept garden and the cleanliness of the property,3
K K Hotel George, Curtains did not close properly looked a bit worn , Location room was not big but adequate and clean ,5
K K Hotel George, I got a room in the lower ground floor and it was cold,,5
K K Hotel George,, Very good location and reasonable price,2
K K Hotel George, Room was tired and definitely overpriced Won t stay again , Nice bed Staff were nice ,1
K K Hotel George, Room is quite old but still maintain in good condition , Variety of food ,4
K K Hotel George, breakfast limited selections for the buffet, friendly stuff,4
K K Hotel George,, All of it ,1
K K Hotel George, Nothing, The bath was huge and the location was really good near the tube but outside the congestion zone with a good car park,3
K K Hotel George, NOTHING, lOCATION WAS GREAT,2
K K Hotel George, The heater was not working and the room was cold even with the portable heater ,,5
K K Hotel George, the breakfast sucks in every aspect variety quality and service poor poor poor,,4
K K Hotel George, Nothing to complain about, Excellent as always,1
K K Hotel George, Disabled access, Beds very very comfortable,1
K K Hotel George,, wonderful,1
K K Hotel George, Small room bath and bed, Breakfast Location Underground restaurants pubs and shops are 5 min by walk ,2
K K Hotel George, Breakfast was ok apart from the bacon which was terrible, Good Location Friendly Staff,4
K K Hotel George, N a, Excellent hotel with great staff,0
K K Hotel George, The room was tiny and for that reason we would not stay again ,,5
K K Hotel George,, Very helpful staff and a lovely garden,6
K K Hotel George,, Quiet room overlooking garden and the Toblerone,2
K K Hotel George,, Location staff,6
K K Hotel George, Much noise in the room was difficult to sleep ,,5
K K Hotel George, NOOTHING TV IN BAR IS GOOD IDEA, SUPER SPOT GOINF BACK IN APRIL WITH THE FAMILT,2
K K Hotel George, all good, very central to everything very clean superb huge bed,1
K K Hotel George, no special treatment for regular guests,,5
K K Hotel George, Got settled on the UNDERground floor without any preliminary notice ,,5
K K Hotel George, Did not like the fact we were sharing our room with a mouse,,5
K K Hotel George,, The location is great you can find all what you need int that area close to the u derground The hotel is nice clean with a friendly staff ,2
K K Hotel George,, Very good value for money ,2
K K Hotel George, Keys for the rooms and system of opening doors Water in the shower kept changing temperatures constantly, Location size of room and comfort of bed,3
K K Hotel George, nothing, good meals reasonable priced,4
K K Hotel George, , The breakfast the room especially the view of the garden Close to Earl s Court station nice neighborhood ,4
K K Hotel George,, Location excellent,2
K K Hotel George,, Help from staff in a medical emergency ,6
K K Hotel George,, Hotel garden and breakfast,4
K K Hotel George,, Beautiful hotel in a fantastic location I ve stayed here 5 times service is consistently good ,0
K K Hotel George, The breakfast, The beds very comfy Good location,1
K K Hotel George, Bar drinks are a silly price , Very good hotel one of the best I have stayed in in London,2
K K Hotel George,, location food staff service hotel amenities,6
K K Hotel George, Rather noisy at night once party inhouse once external factors , Overall well managed hotel in excellent location with London weekend,5
K K Hotel George, Being in the basement, Although we were in a basement room it was very quiet ,5
K K Hotel George,, lovely helpful staff great location,6
K K Hotel George, The breakfast is no longer exceptional It used to be a drawcard but is now quite ordinary ,,4
K K Hotel George, Door key is complicated, Room size breakfast and location,4
K K Hotel George,, Super efficient staff Convenient central location Quiet rooms ,6
K K Hotel George, Bed too soft, Excellent location for tube restaurants etc,1
K K Hotel George,, Great position Staff very pleasant attentive ,6
K K Hotel George, Small room, Great breakfast Close to the tube Great staff ,4
K K Hotel George,, Great location,2
K K Hotel George, Standard double rooms quite small but standard was high ,,5
K K Hotel George, Very tight bathroom for a big guy , Quite room,3
K K Hotel George,, Very Comfortable Beds Friendly Staff Excellent central location The hotel also a lovely Garden for Guests use ,0
K K Hotel George, TV not working during our stay due to change of provider, Comfy bed very clean exceptional staff,1
K K Hotel George, Bathrooms very small,,3
K K Hotel George, fire alarm went off 2 mornings in a row and it was very earmy interrupting my sleep , really liked it over all,1
K K Hotel George,, Lovely comfortable beds pillows,1
K K Hotel George, Little room,,5
K K Hotel George,, Great Comfy beds spacious room ,1
K K Hotel George, Not very clean some died fly on the curtain, Reasonable price and good location breakfast is ok,4
K K Hotel George, Small room broken tv, Location ,5
K K Hotel George,, Good location for an exhibition at Olympia,2
K K Hotel George,, THE BEDS WERE VERY COMFORTABLE GREAT STAY,1
K K Hotel George,, Excellent location Nice and quiet with easy access to the Earl s Court Tube station ,2
K K Hotel George, The breads at breakfast were not as fresh as I thought they should be Having said that the range of choice was excellent,,4
K K Hotel George, Small rooms, Comfortable beds and great location,1
K K Hotel George, The room was small , The staff were young but extremely proffessional and helpful Anna Christina Jana Marina Jose ,6
K K Hotel George, The price of the coffee , Upgraded us because it was my partners birthday,4
K K Hotel George,, The hotel was charming and we would stay there again Excellent location and the staff was always helpful ,0
K K Hotel George, None, Delicious breakfast and great hospitality,4
K K Hotel George, Our room had a strange smell , Buffet breakfast was very good ,4
K K Hotel George,, The Service and staff made our stay worthwhile ,6
K K Hotel George, an espresso coffee machine in the room is missing, The breakfast and the garden are superior,4
K K Hotel George, nothing, easy access to underground clean room with a nice garden friendly staff,3
K K Hotel George, Reception staff disinterested Room very basic and very hot despite the air con , Great location ,5
K K Hotel George,, Comfort location,2
K K Hotel George,, the garden,2
K K Hotel George, Nothing,,1
K K Hotel George,, The hotel was comfortable and very close to restaurants and train station Could not fault this hotel ,0
K K Hotel George,, Rapid check in Rapid check out EV charging,2
K K Hotel George,, Excellent location and proximity to the underground cafe pubs restaurants and other essential facilities ,2
K K Hotel George, Rather expensive, Good breakfast with parking in London,4
K K Hotel George,, the staff were very nice and helpfil especially jose,6
K K Hotel George, room d cor very small room and toilets , very close to underground convenient location,5
K K Hotel George, Bathroom very small , Location of hotel was excellent nice quiet street yet very close to undergound statation,3
K K Hotel George, The rooms were small , Location was perfect ,5
K K Hotel George, I ordered aroom on the second or third floor and got on the ground also orderd an executive room and got standard ,,5
K K Hotel George, Room too small, Location good,5
K K Hotel George, Nothing, We could use a computer whenever we want to use ,1
K K Hotel George, Bathrooms were tiny bar staff snooty, Breakfast was delicious,4
K K Hotel George, The A C didn t keep the room as cool as we would have liked , Clean and comfortable ,5
K K Hotel George, No free internet for cost of stay B B s give free Internet, Close to tube,2
K K Hotel George,, Beautiful garden and nice breakfast ,4
K K Hotel George, I don t book breakfast as its rather expensive, Peace and quiet over looking the garden,4
K K Hotel George, Nothing had a very pleasant stay, Cleanliness pleasant staff and location to subway and London sights ,2
K K Hotel George,, Nice and quiet place and yrt so central location,2
K K Hotel George, The bathroom is a little snug for two people at the same time , Quiet room with a very comfortable bed ,3
K K Hotel George, Small room very small bathroom High level Windows meant no outlook , Good location,5
K K Hotel George, toilet is very small, amazing staff good food facility wifi near the underground restaurants are nearby,2
K K Hotel George, Rooms were very small,,5
K K Hotel George,, Very nice room Staff very friendly Great location ,6
K K Hotel George, The beds were slightly hard , Excellent location Good facilities ,1
K K Hotel George, The bathroom was extremely small , The room was lovely clean and the beds were very comfortable It was also great to have the garden ,3
K K Hotel George, Difficult to find anything that we didn t like , The location the outlook of the hotel Friendliness of the staff we will return,0
K K Hotel George,, The garden is really super ,2
K K Hotel George,, Location and the beds the best I slept in,1
K K Hotel George,, Stayed at this hotel several times awesome ,0
K K Hotel George, Would have loved to hear an English accent on the reception desk, Your beautiful garden,2
K K Hotel George, Facilities bathroom is very small, Great value for money good location in london access to a nice garden,3
K K Hotel George, The bed it s not comfortable , Staff were very polite friendly ,1
K K Hotel George,, Very clean comfy hotel Good value at 99 a night in London Great location for Earls Court Royal Albert Hall and tube ,2
K K Hotel George, Bathroom was way too small Very small elevator , Good location Good breakfast ,3
K K Hotel George,, Location New ,2
K K Hotel George,, Good location Comfortable room ,2
K K Hotel George, N A, Comfortable bed Good location Quiet area Even biscuits in the room as well as usual tea and coffee ,1
K K Hotel George, Very noisy room in the basement could hear people talking and moving around, Great location near Earls Park underground,5
K K Hotel George,, The breakfast was excellent a lot of variety Location was fantastic ,4
K K Hotel George,, great staff bed was comfortable and room was super clean,1
K K Hotel George, Very small and I mean small bathroom Very expensive buffet breakfast at 17 50 ahead , Nice room and decent evening dinner ,4
K K Hotel George, Air condition was poor, Air condition,5
K K Hotel George, Room and bathroom very small, Loved the garden good breakfast,4
K K Hotel George,, lovely garden very personable staff comfortable lounge bar area ,6
K K Hotel George, N a, Perfect location excellent facilitie helpful staff,6
K K Hotel George, Don t like negatives , The lovely view of the garden while at Breakfast ,4
K K Hotel George, nothing, The garden was an added bonus especially in the sunshine ,4
K K Hotel George, It got bright early in the morning so blackout blinds would ve been nice , Excellent Location friendly and efficient staff lovely breakfast ,4
K K Hotel George,, Good location Staff very helpful,6
K K Hotel George, Struggled to arrange an MPV on time for transport to Paddington, Loved the late night bar service,2
K K Hotel George, Room tiny Bed pillows uncomfortable , Location Full breakfast was excellent Quiet location ,1
K K Hotel George, Basement room allocated so views non existent , Great location for Olympia Friendly and helpful staff ,2
K K Hotel George, Thin walls could hear the TV next door quite loudly but not enough to complain, Location was excellent as we re the staff,5
K K Hotel George, Room was a bit warm , Clean rooms Helpful staff Great location Pretty court yard ,2
K K Hotel George, The carpets and the airconditioner , The ants,5
K K Hotel George, Nothing , Really handy for the tube Always very clean and probably the comfiest beds I ve slept in ,1
K K Hotel George,, the room was very quiet proximity to the tube station was convenient has a garden,5
K K Hotel George, We ordered a room for 3 adults The room was a 2 person room with a horribel extra bed Not made for adults and caused painful nights ,,1
K K Hotel George, Room was small , Excellent breakfasts Very clean Staff was helpful ,4
